Date,Valores
2009-07-23,3314.0
2009-07-30,6.0
2009-08-14,50.0
2009-08-18,531.0
2009-08-20,675.0
2009-09-11,1877.0
2009-09-22,1257.0
2009-09-30,283.0
2009-10-02,713.0
2009-10-09,1433.0
2009-10-14,1555.0
2009-10-28,-4924.0
2009-11-10,1487.0
2009-11-13,-1105.0
2009-12-07,908.0
2009-12-16,-645.0
2010-01-04,2977.0
2010-01-13,122.0
2010-01-20,-778.0
2010-02-03,839.0
2010-02-08,-781.0
2010-02-11,1411.0
2010-02-17,1430.0
2010-03-04,631.0
2010-03-29,-40.0
2010-04-08,495.0
2010-04-28,-4761.0
2010-05-12,-2306.0
2010-05-31,-1741.0
2010-06-15,1499.0
2010-07-08,-1275.0
2010-08-18,3952.0
2010-09-27,1929.0
2010-10-20,1177.0
2011-01-10,475.0
2011-01-18,-713.0
2011-02-03,-1944.0
2011-02-10,-691.0
2011-02-14,802.0
2011-03-18,-691.0
2011-03-25,188.0
2011-04-26,-49.0
2011-05-12,-2261.0
2011-05-27,1060.0
2011-05-31,666.0
2011-06-02,807.0
2011-06-07,150.0
2011-06-09,436.0
2011-06-28,1422.0
2011-07-22,-2064.0
2011-08-30,-4586.0
2011-09-06,1609.0
2011-09-29,-2393.0
2011-10-13,2277.0
2011-10-26,3233.0
2011-12-05,-360.0
2011-12-27,-1531.0
2011-12-29,220.0
2012-01-31,3989.0
2012-05-02,-2169.0
2012-06-12,-6171.0
2012-08-10,3630.0
2012-08-20,201.0
2012-09-05,-2054.0
2012-09-11,1019.0
2012-10-15,-320.0
2013-01-16,2865.0
2013-01-31,-2195.0
2013-04-10,-3389.0
2013-04-23,-516.0
2013-04-29,-97.0
2013-05-03,166.0
2013-05-21,835.0
2013-07-15,-9611.0
2013-08-12,2892.0
2013-08-14,295.0
2013-08-22,891.0
2013-09-05,923.0
2013-10-14,601.0
2013-11-04,-1536.0
2013-12-12,-3710.0
2014-02-04,-3316.0
2014-02-11,1839.0
2014-02-24,-824.0
2014-05-07,7454.0
2014-05-26,-490.0
2014-06-26,1334.0
2014-07-03,718.0
2014-08-06,2432.0
2014-08-19,2261.0
2014-10-09,-1724.0
2014-10-28,-3805.0
2014-11-04,3335.0
2014-11-21,2386.0
2014-11-26,-309.0
2014-12-19,-1776.0
2015-01-22,-1447.0
2015-02-19,2717.0
2015-02-24,593.0
2015-04-10,2453.0
2015-05-04,3114.0
2015-07-16,-3851.0
2015-08-28,-5188.0
2015-10-08,2481.0
2015-10-15,451.0
2015-10-19,211.0
2015-11-23,1073.0
2015-11-26,279.0
2016-01-28,-6490.0
2016-02-17,2313.0
2016-02-23,1043.0
2016-03-10,7683.0
2016-03-14,-772.0
2016-03-21,4042.0
2016-04-08,603.0
2016-06-06,-3278.0
2016-06-09,630.0
2016-06-13,239.0
2016-06-15,267.0
2016-06-17,122.0
2016-06-30,2281.0
2016-07-04,336.0
2016-07-07,113.0
2016-07-29,525.0
2016-08-08,879.0
2016-09-06,3209.0
2016-09-15,-91.0
2016-09-19,270.0
2016-09-21,658.0
2016-09-29,297.0
2016-10-06,1183.0
2016-10-20,332.0
2016-11-01,-500.0
2016-11-18,-1788.0
2016-11-24,326.0
2016-12-07,1907.0
2016-12-23,-2564.0
2016-12-29,1530.0
2017-01-10,61.0
2017-01-23,1228.0
2017-02-02,276.0
2017-02-09,766.0
2017-02-22,842.0
2017-03-28,-2821.0
2017-04-03,227.0
2017-04-05,-994.0
2017-05-11,3315.0
2017-05-19,1042.0
2017-06-19,341.0
2017-06-30,2134.0
2017-07-25,2514.0
2017-08-02,2125.0
2017-08-16,923.0
2017-08-23,2501.0
2017-09-08,2062.0
2017-09-13,249.0
2017-10-26,506.0
2017-10-30,-1176.0
2017-12-12,-494.0
2017-12-20,938.0
2017-12-22,54.0
2017-12-27,385.0
2018-01-11,1164.0
2018-01-18,1614.0
2018-01-31,431.0
2018-02-19,2932.0
2018-02-23,1489.0
2018-04-19,343.0
2018-04-30,646.0
2018-06-28,-12780.0
2018-07-16,2254.0
2018-07-18,-767.0
2018-07-23,-575.0
2018-08-30,-3943.0
2018-09-11,-2021.0
2018-09-17,2102.0
2018-09-26,540.0
2018-09-28,-658.0
2018-10-18,5223.0
2018-10-23,-297.0
2018-10-25,1020.0
2018-11-06,-929.0
2018-12-03,2106.0
2019-01-04,3217.0
2019-01-17,1295.0
2019-01-29,536.0
2019-01-31,398.0
2019-02-04,728.0
2019-03-18,5358.0
2019-04-09,-1749.0
2019-04-25,599.0
2019-05-30,1269.0
2019-06-24,5032.0
2019-06-28,243.0
2019-07-03,1438.0
2019-07-29,-423.0
2019-08-06,352.0
2019-08-30,-2861.0
2019-09-06,2309.0
2019-09-11,414.0
2019-09-13,-870.0
2019-09-20,478.0
2019-10-14,-336.0
2019-10-21,599.0
2019-10-23,163.0
2019-10-25,378.0
2019-10-29,-631.0
2019-11-04,405.0
2019-12-02,610.0
2019-12-06,825.0
2019-12-16,1224.0
2019-12-19,816.0
2019-12-23,742.0
2020-01-02,2609.0
2020-01-22,684.0
2020-01-28,1997.0
2020-01-30,143.0
2020-02-05,2267.0
2020-03-27,-41761.0
2020-04-13,5816.0
2020-04-17,1178.0
2020-04-22,1714.0
2020-04-30,833.0
2020-05-18,2318.0
2020-05-20,577.0
2020-05-25,2636.0
2020-06-03,4382.0
2020-06-05,808.0
2020-06-16,736.0
2020-06-24,-2195.0
2020-07-06,2702.0
2020-07-09,1399.0
2020-07-20,2635.0
2020-07-27,2184.0
2020-08-05,-28.0
2020-08-11,-1952.0
2020-08-21,1060.0
2020-09-04,615.0
2020-09-22,-3998.0
2020-09-30,-1132.0
2020-10-05,2073.0
2020-10-19,738.0
2020-10-21,12.0
2020-10-29,-4435.0
2020-11-04,3859.0
2020-11-12,-2357.0
2020-11-17,799.0
2020-11-27,442.0
2020-12-07,-57.0
2020-12-10,1421.0
2020-12-30,-169.0
2021-01-05,665.0
2021-01-11,-2270.0
2021-01-13,-1958.0
2021-02-02,-209.0
2021-02-24,-2762.0
2021-03-03,-1072.0
2021-03-09,719.0
2021-03-26,2717.0
2021-04-05,884.0
2021-04-13,1798.0
2021-04-23,-584.0
2021-05-11,3755.0
2021-05-19,755.0
2021-05-21,-109.0
2021-05-31,1849.0
2021-06-02,1334.0
2021-06-28,-2662.0
2021-07-02,820.0
2021-07-21,834.0
2021-07-23,-1094.0
2021-07-27,-1392.0
2021-08-16,-6495.0
2021-08-24,2307.0
2021-08-26,-2094.0
2021-09-10,-5454.0
2021-09-27,-211.0
2021-10-08,1854.0
2021-10-14,1005.0
2021-11-04,-2884.0
2021-11-08,-43.0
2021-11-12,344.0
2021-11-24,2392.0
2021-12-03,604.0
2021-12-07,699.0
2021-12-13,-713.0
2021-12-16,1452.0
2022-01-11,-3422.0
2022-01-13,-156.0
2022-01-20,2410.0
2022-01-27,4563.0
2022-01-31,910.0
2022-02-14,235.0
2022-02-22,1167.0
2022-03-09,758.0
2022-03-16,-2551.0
2022-03-22,4196.0
2022-05-05,-15976.0
2022-05-17,3654.0
2022-05-19,758.0
2022-05-25,-1.0
2022-05-27,52.0
2022-06-27,-9306.0
2022-07-04,-1982.0
2022-07-18,-1379.0
2022-07-20,42.0
2022-07-26,847.0
2022-08-01,-372.0
2022-08-09,2179.0
2022-08-23,-851.0
2022-09-02,459.0
2022-09-06,-2439.0
2022-09-12,1107.0
2022-09-19,1870.0
2022-09-23,-220.0
2022-10-06,9185.0
2022-10-18,-198.0
2022-10-20,897.0
2022-10-27,-1372.0
2022-11-07,-695.0
2022-11-22,-4124.0
2022-12-02,3241.0
2022-12-07,-172.0
2022-12-09,444.0
2022-12-20,3087.0
2022-12-22,4.0
2022-12-28,1499.0
2023-01-09,-804.0
2023-01-11,851.0
2023-01-19,554.0
2023-02-01,-1806.0
2023-02-13,-1089.0
2023-02-17,-602.0
2023-03-06,-1173.0
2023-03-29,-2435.0
2023-04-04,-13.0
2023-04-14,5301.0
2023-04-18,147.0
2023-04-28,2120.0
2023-05-08,4115.0
2023-05-25,1254.0
2023-06-02,3591.0
2023-06-09,4323.0
2023-06-21,798.0
2023-07-07,-79.0
2023-07-12,446.0
2023-07-20,-1181.0
2023-07-25,666.0
2023-07-31,-617.0
2023-08-18,-5450.0
2023-08-23,3706.0
2023-09-20,291.0
2023-10-04,-720.0
2023-10-16,2364.0
2023-10-31,-916.0
2023-11-03,3107.0
2023-11-10,2149.0
2023-11-22,5659.0
2023-11-30,793.0
2023-12-04,-1300.0
2023-12-07,387.0
2023-12-12,-691.0
2023-12-18,1619.0
2023-12-21,1378.0
2024-01-03,137.0
2024-01-15,295.0
2024-01-22,-1922.0
2024-01-25,353.0
2024-01-31,350.0
2024-02-05,-888.0
2024-02-08,-1391.0
2024-02-15,-222.0
2024-02-21,116.0
2024-02-26,190.0
2024-03-20,105.0
2024-03-22,-1132.0
2024-04-03,328.0
2024-04-23,-3709.0
2024-04-26,1880.0
2024-05-16,-231.0
2024-06-24,-1859.0
2024-06-27,1667.0
2024-07-04,1377.0
2024-07-08,281.0
2024-07-16,213.0
2024-08-09,2755.0
2024-08-13,1282.0
2024-09-04,70.0
2024-09-10,-2182.0
2024-10-01,-2387.0
2024-10-07,-1497.0
2024-10-16,1758.0
2024-11-04,-278.0
2024-11-07,0.0
