Date,Valores
2016-07-27,70.0
2016-08-05,353.0
2016-08-09,54.0
2016-09-06,1030.0
2016-09-14,-3173.0
2016-10-07,1770.0
2016-10-31,1059.0
2016-11-09,-68.0
2016-11-18,778.0
2016-12-22,-4159.0
2016-12-27,77.0
2017-01-03,2225.0
2017-01-11,314.0
2017-01-20,570.0
2017-02-02,-258.0
2017-02-09,766.0
2017-02-15,1263.0
2017-02-22,842.0
2017-03-01,327.0
2017-03-22,-1197.0
2017-04-25,925.0
2017-05-11,2676.0
2017-05-30,735.0
2017-06-06,444.0
2017-06-19,314.0
2017-06-26,1101.0
2017-06-30,661.0
2017-07-10,703.0
2017-07-12,1004.0
2017-07-25,730.0
2017-07-31,423.0
2017-08-04,121.0
2017-08-15,684.0
2017-09-13,469.0
2017-10-05,2299.0
2017-10-13,330.0
2017-10-20,108.0
2017-11-06,-2360.0
2017-11-16,1685.0
2017-12-06,-1251.0
2017-12-08,245.0
2017-12-20,453.0
2018-01-19,257.0
2018-01-23,-997.0
2018-02-19,752.0
2018-03-05,262.0
2018-03-21,-8.0
2018-04-12,1636.0
2018-04-19,1490.0
2018-04-30,1071.0
2018-05-09,977.0
2018-05-14,-629.0
2018-06-01,-5499.0
2018-06-26,-2446.0
2018-06-28,1158.0
2018-07-16,2254.0
2018-07-24,1668.0
2018-07-31,-1056.0
2018-08-03,1798.0
2018-08-22,-1866.0
2018-08-31,-1711.0
2018-09-10,1344.0
2018-09-12,468.0
2018-10-18,4505.0
2018-10-25,1020.0
2018-10-30,3089.0
2018-11-28,4337.0
2018-12-13,1418.0
2018-12-21,23.0
2019-01-02,5876.0
2019-01-08,333.0
2019-01-29,195.0
2019-02-06,-3675.0
2019-03-11,424.0
2019-04-01,-3534.0
2019-04-08,1982.0
2019-04-17,410.0
2019-04-25,1507.0
2019-05-03,480.0
2019-05-29,1759.0
2019-06-13,1307.0
2019-06-21,2609.0
2019-06-28,278.0
2019-07-19,-404.0
2019-08-06,-1956.0
2019-08-16,-4190.0
2019-08-30,1666.0
2019-09-06,2309.0
2019-09-11,414.0
2019-09-16,-691.0
2019-10-07,-4505.0
2019-10-11,2583.0
2019-10-21,1006.0
2019-11-11,586.0
2019-11-28,1733.0
2019-12-06,825.0
2019-12-13,1588.0
2020-01-20,2915.0
2020-01-22,1365.0
2020-02-03,-899.0
2020-02-13,472.0
2020-03-26,-25274.0
2020-03-30,1211.0
2020-04-06,3106.0
2020-04-13,1154.0
2020-04-15,-1087.0
2020-04-29,2484.0
2020-05-08,-243.0
2020-05-18,2129.0
2020-05-20,577.0
2020-05-27,2477.0
2020-05-29,454.0
2020-06-02,2426.0
2020-06-04,827.0
2020-06-08,3008.0
2020-06-17,-1200.0
2020-06-24,-2195.0
2020-06-29,1901.0
2020-07-01,1147.0
2020-07-03,530.0
2020-07-09,223.0
2020-07-14,408.0
2020-07-20,2635.0
2020-08-06,-164.0
2020-08-14,-1423.0
2020-08-20,1873.0
2020-08-24,777.0
2020-09-01,50.0
2020-09-15,-1613.0
2020-09-30,-5073.0
2020-10-14,3855.0
2020-10-19,-396.0
2020-10-22,1378.0
2020-11-03,-5673.0
2020-11-05,2963.0
2020-11-09,3114.0
2020-11-13,-839.0
2020-11-19,34.0
2020-11-26,94.0
2020-11-30,-1687.0
2020-12-11,1698.0
2020-12-15,1171.0
2020-12-23,178.0
2020-12-29,424.0
2021-01-05,-83.0
2021-01-14,674.0
2021-01-18,740.0
2021-02-03,-948.0
2021-02-11,-281.0
2021-02-23,-3889.0
2021-03-02,-4128.0
2021-03-15,-133.0
2021-03-17,2530.0
2021-03-19,1387.0
2021-03-25,-1229.0
2021-03-29,638.0
2021-04-05,668.0
2021-04-08,814.0
2021-04-13,1627.0
2021-04-16,819.0
2021-04-23,-404.0
2021-04-28,458.0
2021-05-06,-145.0
2021-05-11,1055.0
2021-05-13,996.0
2021-05-17,1057.0
2021-05-21,-388.0
2021-05-26,-43.0
2021-05-28,1194.0
2021-06-01,2051.0
2021-06-04,525.0
2021-06-09,120.0
2021-07-02,-1819.0
2021-07-13,1248.0
2021-07-22,-2260.0
2021-07-26,951.0
2021-08-03,-2098.0
2021-08-06,1009.0
2021-08-26,-4295.0
2021-09-06,-1871.0
2021-09-22,-1131.0
2021-09-28,-3940.0
2021-10-01,1921.0
2021-10-05,65.0
2021-10-07,25.0
2021-10-14,352.0
2021-11-03,-9031.0
2021-11-11,4313.0
2021-11-23,-2649.0
2021-11-25,1297.0
2021-12-03,3155.0
2021-12-10,-338.0
2021-12-16,829.0
2021-12-21,-1701.0
2022-01-06,-3683.0
2022-01-13,2811.0
2022-01-20,2410.0
2022-01-25,903.0
2022-01-31,815.0
2022-02-04,549.0
2022-02-09,465.0
2022-02-14,235.0
2022-02-16,521.0
2022-03-02,1646.0
2022-03-17,-1398.0
2022-03-22,1961.0
2022-03-24,1596.0
2022-03-29,933.0
2022-05-12,-14311.0
2022-05-17,1865.0
2022-05-27,1362.0
2022-06-01,328.0
2022-06-24,-11514.0
2022-07-07,-34.0
2022-07-12,59.0
2022-07-18,-965.0
2022-07-20,42.0
2022-07-25,1237.0
2022-07-27,1666.0
2022-08-02,1137.0
2022-08-04,2117.0
2022-08-08,1930.0
2022-08-10,1585.0
2022-08-12,3046.0
2022-08-24,1402.0
2022-08-29,24.0
2022-09-02,1341.0
2022-09-08,152.0
2022-09-12,1107.0
2022-09-20,1723.0
2022-09-28,-3265.0
2022-10-04,8566.0
2022-10-06,363.0
2022-10-18,-632.0
2022-10-27,-1633.0
2022-11-01,2390.0
2022-11-14,-3735.0
2022-11-30,2243.0
2022-12-28,-689.0
2023-01-06,-1195.0
2023-01-12,2650.0
2023-01-17,523.0
2023-01-25,1894.0
2023-02-16,-4204.0
2023-02-23,-1583.0
2023-03-27,-6203.0
2023-03-29,608.0
2023-04-04,-1844.0
2023-04-11,5236.0
2023-04-20,-2523.0
2023-04-27,-1024.0
2023-05-05,716.0
2023-05-09,1072.0
2023-05-12,1016.0
2023-05-17,431.0
2023-06-05,2483.0
2023-06-07,878.0
2023-06-12,317.0
2023-06-14,2326.0
2023-06-23,219.0
2023-06-29,140.0
2023-07-03,1586.0
2023-07-05,473.0
2023-07-07,1472.0
2023-07-13,1322.0
2023-07-21,2506.0
2023-07-25,666.0
2023-07-28,-2373.0
2023-08-28,-4127.0
2023-09-01,-511.0
2023-09-12,191.0
2023-09-20,519.0
2023-09-28,-414.0
2023-10-05,-3281.0
2023-10-17,-1143.0
2023-11-01,993.0
2023-11-10,2476.0
2023-11-16,4200.0
2023-11-23,481.0
2023-11-28,996.0
2023-12-01,2002.0
2023-12-13,2662.0
2023-12-19,1009.0
2024-01-08,-1106.0
2024-01-23,-3184.0
2024-01-25,353.0
2024-01-31,-1215.0
2024-02-06,1935.0
2024-02-16,509.0
2024-02-21,996.0
2024-02-27,1448.0
2024-03-01,-975.0
2024-03-12,-673.0
2024-03-19,-477.0
2024-03-28,-1019.0
2024-04-08,1539.0
2024-04-26,-3364.0
2024-05-02,-230.0
2024-05-13,-33.0
2024-06-06,-5616.0
2024-06-19,-506.0
2024-06-24,2191.0
2024-06-26,310.0
2024-07-02,880.0
2024-07-09,560.0
2024-07-17,340.0
2024-08-06,-1385.0
2024-08-08,1147.0
2024-08-14,2703.0
2024-08-19,1625.0
2024-08-23,435.0
2024-09-05,-842.0
2024-09-13,310.0
2024-09-25,-3532.0
2024-10-02,505.0
2024-10-07,346.0
2024-10-10,391.0
2024-10-15,1051.0
2024-11-05,162.0
2024-11-07,-659.0
