Date,Valores
2009-07-10,-1804.0
2009-07-15,2110.0
2009-07-17,154.0
2009-07-21,79.0
2009-07-23,1176.0
2009-07-27,92.0
2009-07-30,6.0
2009-08-03,1232.0
2009-08-05,346.0
2009-08-07,575.0
2009-08-12,-242.0
2009-08-18,-1299.0
2009-08-20,675.0
2009-08-24,46.0
2009-08-26,345.0
2009-09-03,-1997.0
2009-09-08,1203.0
2009-09-14,958.0
2009-09-16,1147.0
2009-09-18,467.0
2009-09-22,565.0
2009-09-25,-140.0
2009-09-30,201.0
2009-10-02,713.0
2009-10-06,302.0
2009-10-08,1122.0
2009-10-13,575.0
2009-10-15,502.0
2009-10-19,1039.0
2009-10-21,183.0
2009-10-26,-1049.0
2009-10-29,560.0
2009-11-03,1097.0
2009-11-05,903.0
2009-11-09,1748.0
2009-11-11,128.0
2009-11-13,878.0
2009-11-17,779.0
2009-11-23,293.0
2009-11-25,600.0
2009-11-27,690.0
2009-12-01,1502.0
2009-12-07,-103.0
2009-12-09,283.0
2009-12-11,539.0
2009-12-22,-1931.0
2009-12-28,313.0
2010-01-04,1749.0
2010-01-11,-18.0
2010-01-13,309.0
2010-01-18,-400.0
2010-01-28,-4321.0
2010-02-01,1170.0
2010-02-08,-4010.0
2010-02-10,333.0
2010-02-17,1156.0
2010-02-25,-1715.0
2010-03-01,725.0
2010-03-04,36.0
2010-03-09,729.0
2010-03-30,-19.0
2010-04-08,992.0
2010-04-23,-1105.0
2010-04-28,145.0
2010-05-12,-1895.0
2010-05-26,-3222.0
2010-06-08,673.0
2010-06-21,391.0
2010-07-06,87.0
2010-08-17,-278.0
2010-09-01,396.0
2010-09-09,-55.0
2010-09-20,1101.0
2010-10-08,891.0
2010-10-20,541.0
2010-11-03,2375.0
2010-12-03,-1872.0
2010-12-21,-1123.0
2011-01-10,70.0
2011-02-03,-2797.0
2011-02-23,470.0
2011-03-17,-1048.0
2011-04-26,-1020.0
2011-04-29,460.0
2011-05-10,559.0
2011-05-17,843.0
2011-05-24,970.0
2011-06-14,182.0
2011-06-21,543.0
2011-06-27,200.0
2011-07-21,-2302.0
2011-08-11,-5997.0
2011-08-26,903.0
2011-09-06,1609.0
2011-09-16,1525.0
2011-09-29,-2994.0
2011-10-10,2481.0
2011-10-21,1245.0
2011-11-03,873.0
2011-11-30,-675.0
2011-12-09,781.0
2011-12-27,1674.0
2012-01-16,809.0
2012-02-13,162.0
2012-02-17,1165.0
2012-03-07,903.0
2012-03-13,2009.0
2012-04-26,-5551.0
2012-05-07,399.0
2012-05-31,-5296.0
2012-07-03,275.0
2012-07-19,1641.0
2012-08-08,5917.0
2012-08-15,106.0
2012-09-05,-1562.0
2012-09-20,36.0
2012-10-16,-734.0
2012-11-01,-539.0
2012-11-22,-1087.0
2012-11-28,291.0
2012-12-14,288.0
2013-01-03,2352.0
2013-01-14,148.0
2013-01-31,-2139.0
2013-02-26,-2496.0
2013-03-11,2046.0
2013-04-05,-2335.0
2013-04-22,-665.0
2013-04-29,635.0
2013-05-17,-284.0
2013-06-06,-3151.0
2013-06-20,-3103.0
2013-06-25,928.0
2013-07-15,-491.0
2013-08-09,1313.0
2013-09-02,1743.0
2013-09-17,701.0
2013-10-11,-960.0
2013-10-28,196.0
2013-11-04,-102.0
2013-11-18,922.0
2013-11-29,-206.0
2013-12-09,816.0
2013-12-12,54.0
2014-01-08,147.0
2014-02-04,-2218.0
2014-02-14,388.0
2014-02-21,780.0
2014-02-27,1008.0
2014-03-19,-22.0
2014-04-07,1073.0
2014-05-02,1795.0
2014-05-12,953.0
2014-05-28,274.0
2014-06-06,1890.0
2014-06-26,-1124.0
2014-07-10,958.0
2014-07-18,1375.0
2014-08-06,-1209.0
2014-08-18,1988.0
2014-09-16,-1685.0
2014-10-06,-1258.0
2014-10-17,1426.0
2014-10-28,-102.0
2014-11-07,586.0
2014-11-21,3610.0
2014-12-19,-5070.0
2015-01-08,1431.0
2015-01-20,-263.0
2015-01-27,14.0
2015-02-09,591.0
2015-02-18,3040.0
2015-03-17,-1476.0
2015-03-25,352.0
2015-04-01,2227.0
2015-04-10,553.0
2015-04-14,-258.0
2015-04-22,662.0
2015-05-14,285.0
2015-05-21,211.0
2015-05-27,606.0
2015-06-09,6.0
2015-06-16,13.0
2015-06-18,990.0
2015-06-22,115.0
2015-08-05,-629.0
2015-08-25,-3843.0
2015-09-14,778.0
2015-10-05,1008.0
2015-10-22,746.0
2015-11-05,1004.0
2015-11-11,886.0
2015-11-16,330.0
2015-12-16,-345.0
2016-01-05,-1235.0
2016-01-21,-4056.0
2016-03-16,633.0
2016-04-26,1221.0
2016-05-06,-2594.0
2016-05-10,2081.0
2016-06-02,-675.0
2016-08-03,915.0
2016-08-23,239.0
2016-08-29,894.0
2016-11-07,2454.0
2016-11-14,-1544.0
2016-11-18,192.0
2016-12-20,-806.0
2017-03-01,-472.0
2017-03-13,-807.0
2017-03-15,1536.0
2017-04-07,370.0
2017-04-17,1509.0
2017-04-20,354.0
2017-05-05,847.0
2017-06-13,129.0
2017-06-22,510.0
2017-10-05,2299.0
2017-10-18,390.0
2017-11-13,309.0
2017-11-28,81.0
2017-12-04,390.0
2018-02-06,2033.0
2018-02-14,2644.0
2018-03-09,887.0
2018-03-26,-1296.0
2018-04-05,850.0
2018-04-10,1203.0
2018-05-10,1314.0
2018-05-14,12.0
2018-06-01,-2882.0
2018-06-12,446.0
2018-06-22,-1481.0
2018-08-14,2088.0
2018-08-22,83.0
2018-08-24,628.0
2018-10-08,3762.0
2018-11-14,1059.0
2019-02-14,2173.0
2019-03-07,123.0
2019-03-29,1680.0
2019-04-11,-1198.0
2019-04-15,208.0
2019-04-18,1293.0
2019-05-08,1208.0
2019-05-14,-2166.0
2019-05-21,2862.0
2019-05-27,954.0
2019-07-22,497.0
2019-08-21,1980.0
2019-08-28,527.0
2019-10-03,-2537.0
2019-10-09,676.0
2019-11-14,643.0
2019-11-21,1879.0
2020-01-17,1816.0
2020-02-17,928.0
2020-03-02,-7056.0
2020-03-04,1687.0
2020-03-10,6147.0
2020-03-13,10095.0
2020-03-17,3449.0
2020-04-27,2908.0
2020-05-18,3322.0
2020-05-20,577.0
2020-08-05,1586.0
2020-09-30,1023.0
2020-10-29,1213.0
2021-01-29,-1165.0
2021-07-02,1956.0
2021-08-19,522.0
2021-09-22,843.0
2021-11-03,-88.0
2021-11-19,511.0
2022-01-06,555.0
2022-03-09,2697.0
2022-03-17,3148.0
2022-04-14,35.0
2022-04-27,-5708.0
2022-05-12,2438.0
2022-06-15,-5561.0
2022-06-24,592.0
2022-09-19,2544.0
2022-10-17,-676.0
2022-12-20,3176.0
2023-02-09,-707.0
2023-03-06,-232.0
2023-03-17,-950.0
2023-08-11,-1443.0
2023-08-21,-2381.0
2023-09-12,1983.0
2023-09-28,-194.0
2023-10-25,-325.0
2024-02-15,786.0
2024-03-12,1544.0
2024-03-27,828.0
2024-04-19,-210.0
2024-05-28,-1870.0
2024-06-06,867.0
2024-07-26,1538.0
2024-08-06,997.0
2024-09-04,1758.0
2024-09-25,521.0
2024-10-25,172.0
2024-11-05,948.0
